,title,country,date_added,release_year,rating,listed_in,description,target
1753,Stand Up and Away! with Brian Regan,United States,"December 24, 2018",2018,TV-PG,"Stand-Up Comedy & Talk Shows, TV Comedies",Brian Regan blends his trademark observational stand-up with short sketches and a bit of audience interaction in this hybrid comedy series.,False
1754,Star Trek,United States,"October 1, 2017",1968,TV-14,"Classic & Cult TV, TV Action & Adventure, TV Sci-Fi & Fantasy","Led by unflappable Capt. Kirk, the crew of the starship Enterprise delves deep into the far reaches of space to explore new worlds and civilizations.",True
1755,Star Trek: Deep Space Nine,United States,"January 1, 2017",1999,TV-14,"TV Action & Adventure, TV Sci-Fi & Fantasy","In this ""Star Trek"" spin-off, Commander Sisko leads the multi-species crew of Deep Space Nine, a Federation space station with a complex mission.",True
1756,Star Trek: Enterprise,United States,"October 1, 2017",2004,TV-14,"Classic & Cult TV, TV Action & Adventure, TV Sci-Fi & Fantasy","Capt. Archer and his crew explore space and discover human innovation-expanding technologies as they meet new alien races in this ""Star Trek"" prequel.",True
1757,Star Trek: The Next Generation,United States,"April 2, 2018",1993,TV-PG,"TV Action & Adventure, TV Sci-Fi & Fantasy","Decades after the adventures of the original Enterprise crew, Capt. Jean-Luc Picard leads a new Enterprise on missions to explore unknown worlds.",True
1758,Star Trek: Voyager,United States,"October 1, 2017",2000,TV-PG,"TV Action & Adventure, TV Sci-Fi & Fantasy","On Voyager's 75-year journey back to Earth, the crew members encounter unknown species as they draw closer to a mysterious quadrant of space.",True
1759,Star-Crossed,United States,"April 16, 2015",2014,TV-14,"Romantic TV Shows, TV Dramas, TV Sci-Fi & Fantasy",The passionate love between an alien boy and a human girl grows more and more dangerous as they face the wrath of their families and communities.,False
1760,StarBeam,United States,"September 8, 2020",2020,TV-Y,Kids' TV,"When colorful villains come out to play, 8-year-old Zoey has the power to transform into StarBeam, a kid-sized superhero. She saves the day, every day!",True
1761,Stargate SG-1,"United States, Canada","December 1, 2020",2006,TV-MA,"Classic & Cult TV, TV Action & Adventure, TV Sci-Fi & Fantasy",Stargate Command roars into action when Jack O'Neill and his crew find a Stargates map that lets them combat alien maneuvers all across the galaxy.,True
1762,Start-Up,South Korea,"October 18, 2020",2020,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",Young entrepreneurs aspiring to launch virtual dreams into reality compete for success and love in the cutthroat world of Korea's high-tech industry.,False
1763,Stateless,Australia,"July 8, 2020",2020,TV-MA,"International TV Shows, TV Dramas","Four strangers — a woman on the run, a brave refugee, a driven bureaucrat and a struggling dad — intersect at an Australian immigration detention center.",False
1764,Station Horizon,Switzerland,"September 1, 2016",2015,TV-MA,"International TV Shows, TV Comedies, TV Dramas","Ex-con Joris returns to his Swiss hometown, a community obsessed with American culture and ideals, to start over and save his family's gas station.",False
1765,Stay Here,United States,"August 17, 2018",2018,TV-PG,Reality TV,Designer Genevieve Gorder and real estate expert Peter Lorimer show property owners how to turn their short-term rentals into moneymaking showstoppers.,False
1766,Stay Tuned!,Japan,"March 21, 2019",2019,TV-14,"International TV Shows, TV Comedies, TV Dramas","She's the most unlikely candidate to ever stumble into the role of a reporter, and she’s keeping everyone on their toes with her eccentric ways.",False
1767,Still Game,United Kingdom,"December 30, 2020",2018,TV-14,"British TV Shows, Classic & Cult TV, TV Comedies","Scottish pensioners Jack and Victor make the most of their golden years, getting themselves into all kinds of scrapes in their Glasgow suburb.",True
1768,Stoked,"United States, Canada","December 16, 2017",2010,TV-PG,Kids' TV,Six teenage groms come together one summer to share a dream: to work at the world-renowned Surfer's Paradise Resort on the legendary Sunset Island.,False
1769,Stolen Away,Spain,"October 23, 2020",2020,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","Searching for his kidnapped daughter, Antonio sets off a series of events affecting scores of people when he maneuvers to be sent to prison in Colombia.",False
1770,Stone Age,South Korea,"July 1, 2019",2017,TV-Y7,"Kids' TV, Korean TV Shows","Woody sets out to become the Stone Age's best animal trainer with a little help from his faithful pet dinosaur, Moga.",False
1771,Storage Wars: Northern Treasures,United States,"July 22, 2019",2015,TV-MA,"International TV Shows, Reality TV","In Canada, a colorful collection of treasure-seeking scavengers bid on the largely unknown contents of repossessed and abandoned storage units.",False
1772,Stories by Rabindranath Tagore,India,"July 5, 2018",2015,TV-PG,"International TV Shows, TV Dramas",The writings of Nobel Prize winner Rabindranath Tagore come to life in this collection of tales set in early-20th-century Bengal.,False
1773,StoryBots Super Songs,United States,"October 7, 2016",2016,TV-Y,Kids' TV,"Characters from the popular StoryBots apps for early childhood education give musical lessons on math, science, history, behaviors, emotions and more.",False
1774,Stranger,South Korea,"August 16, 2020",2020,TV-MA,"Crime TV Shows, International TV Shows, Korean TV Shows","With the help of a gutsy female detective, a prosecutor who has lost the ability to feel empathy tackles a murder case amid political corruption.",True
1775,Stranger Things,United States,"July 4, 2019",2019,TV-14,"TV Horror, TV Mysteries, TV Sci-Fi & Fantasy","When a young boy vanishes, a small town uncovers a mystery involving secret experiments, terrifying supernatural forces and one strange little girl.",True
1776,Strangers from Hell,South Korea,"May 15, 2020",2019,TV-MA,"International TV Shows, Korean TV Shows, TV Horror",Unpleasant events disturb the life of an aspiring crime fiction writer when he becomes a resident of an apartment building teeming with shady neighbors.,False
1777,Strawberry Shortcake: Berry Bitty Adventures,"France, United States, Canada","January 1, 2016",2015,TV-Y,Kids' TV,"Join Strawberry Shortcake and her berry best friends in the whimsical land of Berry Bitty City, where they learn about teamwork and decision-making.",False
1778,Street Food,United States,"April 26, 2019",2019,TV-PG,Docuseries,Embark on a global cultural journey into street food and discover the stories of the people who create the flavorful dishes.,False
1780,Stretch Armstrong & the Flex Fighters,United States,"September 7, 2018",2018,TV-Y7,Kids' TV,Jake Armstrong and his best friends are unexpectedly transformed into superheroes who learn to reach far beyond the limits of any ordinary teenager.,True
1781,Strong,United States,"October 1, 2018",2016,TV-14,Reality TV,Gabrielle Reece hosts a transformative competition of tough fitness challenges as 10 women partner with 10 elite personal trainers.,False
1782,Strong Girl Bong-soon,South Korea,"November 24, 2019",2017,TV-14,"Crime TV Shows, International TV Shows, Korean TV Shows","Born with supernatural strength, Bong-soon fights evil and procures justice while getting tangled in a love triangle with her CEO boss and cop crush.",False
1783,Strongest Deliveryman,South Korea,"November 23, 2020",2017,TV-MA,"International TV Shows, Romantic TV Shows, TV Dramas",Two gutsy food delivery workers strive to overcome their socioeconomic disadvantages to achieve big goals – and bump into love along the way.,False
1785,Stunt Science,United Kingdom,"October 15, 2018",2018,TV-MA,"British TV Shows, International TV Shows, Reality TV","When it comes to daring stunts and outrageous pranks, we often wonder: What were they thinking? This high-octane series tries to find some answers.",False
1787,Suburra: Blood on Rome,Italy,"October 30, 2020",2020,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas","In 2008, a fight over land in a seaside town near Rome spirals into a deadly battle between organized crime, corrupt politicians and the Vatican.",True
1788,Sudden,Singapore,"October 1, 2017",2013,TV-14,"International TV Shows, Romantic TV Shows, TV Dramas",A car accident sends four lawyers spiraling in different directions as they scramble to rebuild their shattered lives.,False
1789,Sugar Rush,United States,"July 31, 2020",2020,TV-PG,Reality TV,Time's the most important ingredient as teams race against the clock – and each other – to bake up the best-tasting sweets.,True
1790,Sugar Rush Christmas,United States,"November 27, 2020",2020,TV-14,Reality TV,"It's everything you love about ""Sugar Rush"" – with a holly jolly holiday twist – in this Christmas-themed spin on competitive baking.",True
1791,Suits,South Korea,"December 1, 2019",2018,TV-MA,"International TV Shows, Korean TV Shows, TV Comedies",A renowned corporate attorney at a prestigious firm gambles on a dropout with a photographic memory but no law degree to help on high-stakes cases.,False
1792,Summertime,Italy,"April 29, 2020",2020,TV-MA,"International TV Shows, Romantic TV Shows, TV Dramas",Two young adults from very different backgrounds fall in love during a summer on Italy’s Adriatic Coast. Inspired by Federico Moccia's book series.,False
1793,Sunderland 'Til I Die,United Kingdom,"April 1, 2020",2020,TV-MA,"British TV Shows, Docuseries, International TV Shows",This docuseries follows English soccer club Sunderland through the 2017-18 season as they try to bounce back after relegation from the Premier League.,True
1794,Sunny Bunnies,Belarus,"July 15, 2020",2016,TV-Y,"British TV Shows, Kids' TV, TV Comedies","Furry little bunnies hop through wild adventures as they find solutions, fun and sometimes mischief wherever there is light.",True
1795,Super Bheem,India,"June 28, 2019",2019,TV-Y,Kids' TV,"In this 3D-animated spinoff from the Chhota Bheem series, valiant superhero Bheem goes beyond his village to fight the good fight across the universe.",False
1796,Super Drags,Brazil,"November 9, 2018",2018,TV-MA,"International TV Shows, TV Comedies","In this adult animated series, three gay co-workers lead double lives as drag queen superheroes, saving the LGBTQ community from evil nemeses.",False
1799,Super Monsters Monster Pets,United States,"June 7, 2019",2019,TV-Y,Kids' TV,The adorably magical Monster Pets star in a series of short adventures that are big on fun – and full of surprises!,False
1800,Super Wings,"United States, South Korea, China","December 1, 2020",2020,TV-Y,"Kids' TV, Korean TV Shows",A cheerful jet and his transforming pals strive to find peaceful solutions to their problems while delivering packages to children around the globe.,True
1801,Supergirl,United States,"May 25, 2020",2019,TV-14,"TV Action & Adventure, TV Sci-Fi & Fantasy","To avert a disaster, Kara Danvers reveals her powers and true identity: She is Superman's cousin, now known as Supergirl, protector of National City.",True
1802,Supermarket Sweep,United States,"July 2, 2020",1993,TV-G,Reality TV,"In this iconic game show, contestants answer food trivia questions then race against the clock while stuffing their carts for massive grocery gains.",False
1803,Supernatural,"United States, Canada","June 5, 2020",2019,TV-14,"Classic & Cult TV, TV Action & Adventure, TV Horror","Siblings Dean and Sam crisscross the country, investigating paranormal activity and picking fights with demons, ghosts and monsters.",True
1804,SuperNature: Wild Flyers,United Kingdom,"March 1, 2017",2016,TV-PG,"British TV Shows, Docuseries, Science & Nature TV",This series examines the aerodynamics of flight and the evolutionary processes that have enabled certain species to survive by taking to the skies.,False
1805,Surviving Death,United States,"January 6, 2021",2021,TV-MA,"Docuseries, Reality TV","What happens after we die? This docuseries explores personal stories and research on near-death experiences, reincarnation and paranormal phenomena.",False
1807,Surviving R. Kelly,United States,"September 15, 2019",2019,TV-MA,"Crime TV Shows, Docuseries","In this documentary series on the tangled history of allegations against musician R. Kelly, women give detailed accounts of sexual and mental abuse.",False
1808,Surviving R. Kelly Part II: The Reckoning,United States,"April 13, 2020",2020,TV-MA,"Crime TV Shows, Docuseries","As more women come forward with harrowing accusations against R. Kelly, his criminal case gains momentum in this follow-up to the powerful docuseries.",False
1809,Survivor,United States,"November 15, 2020",2014,TV-14,Reality TV,"In this long-running reality competition series, players battle the elements and each other as they vie for $1 million and the title of Sole Survivor.",True
1811,Sweet Magnolias,United States,"May 19, 2020",2020,TV-14,"Romantic TV Shows, TV Dramas","Lifelong friends Maddie, Helen and Dana Sue lift each other up as they juggle relationships, family and careers in the small, Southern town of Serenity.",False
1812,Switched,Japan,"August 1, 2018",2018,TV-MA,"International TV Shows, TV Dramas, TV Mysteries","High schooler Ayumi's perfect world evaporates when her envious classmate Zenko somehow steals her body, her boyfriend and her life.",False
1813,Sword Art Online,Japan,"October 1, 2020",2018,TV-MA,"Anime Series, International TV Shows",A video game whiz helps create a new technology that enables players to guide their online avatars with their own bodies – but a dark twist emerges.,True
1814,Sword Art Online Alternative: Gun Gale Online,Japan,"February 1, 2019",2018,TV-MA,"Anime Series, International TV Shows",College student Karen takes up Gun Gale Online and gets a reputation as the Pink Demon. Then her gaming buddy Pitohui asks her to join the Squad Jam.,False
1815,SWORDGAI The Animation,Japan,"July 30, 2018",2018,TV-MA,"Anime Series, International TV Shows","A young man becomes host to a legendary infernal sword and, with the fate of humanity now in his arm, wields its demonic power against his enemies.",True
1816,Sym-Bionic Titan,United States,"December 15, 2019",2010,TV-PG,Kids' TV,"Aliens fleeing their planet land on Earth, pose as teenagers and fight off mutant space monsters by joining forces to become a powerful giant robot.",False
1817,Tabula Rasa,Belgium,"March 15, 2018",2017,TV-MA,"International TV Shows, TV Dramas, TV Mysteries","When a young woman with amnesia becomes a key figure in a missing persons case, she must reconstruct her memories to clear her name.",False
1818,Taco Chronicles,United States,"September 15, 2020",2020,TV-MA,"Docuseries, International TV Shows, Reality TV","Many of the most popular taco styles have long, rich, little-known histories. Explore some of them in this eye-opening, mouth-watering food adventure.",True
1819,Taj Mahal 1989,India,"February 14, 2020",2020,TV-MA,"International TV Shows, Romantic TV Shows, TV Comedies","In and around Lucknow University in 1989, couples of varying ages explore the politics of love through marriage, budding romances and friendships.",False
1820,Take My Brother Away,China,"August 24, 2018",2018,TV-14,"International TV Shows, TV Comedies, TV Dramas","Bickering siblings Shi Miao and Shi Fen tackle friendship matters, school drama and the pitfalls of growing up with little parental supervision.",False
1821,Taken,"France, United States"," January 12, 2019",2018,TV-14,"Crime TV Shows, TV Action & Adventure, TV Thrillers","After a personal tragedy upends his life, a highly skilled former Green Beret is drawn into a career as a secret government operative.",True
1822,Takki,Saudi Arabia,"August 15, 2020",2014,TV-14,"International TV Shows, TV Dramas","In Jeddah, Saudi Arabia, a young aspiring filmmaker and his circle of friends grapple with family expectations, gender roles, romance and rivalry.",True
1823,Tales by Light,Australia,"January 5, 2019",2018,TV-14,"Docuseries, International TV Shows, Science & Nature TV","Follow renowned photographers as they explore far-flung locales, capturing extraordinary images that present nature and culture in a new light.",True
1824,Tales of the City,United States,"June 7, 2019",2019,TV-MA,TV Dramas,"Returning to San Francisco after a long absence, Mary Ann Singleton reunites with the community of characters at 28 Barbary Lane.",False
1825,Tales of the City (1993),"United Kingdom, United States","June 28, 2019",1993,TV-MA,TV Dramas,"In 1976, naive Mary Ann Singleton moves to San Francisco and finds a new family in her bohemian landlady and the eclectic residents at 28 Barbary Lane.",False
1826,Talking Tom and Friends,Cyprus,"February 15, 2020",2017,TV-Y,"Kids' TV, TV Comedies","Full of funny one-liners and always ready for an adventure, a talking cat and his equally chatty animal cohorts set out to become famous.",False
1827,Tango,Lebanon,"April 3, 2019",2018,TV-14,"International TV Shows, Romantic TV Shows, TV Dramas",Shocking secrets begin to unravel when the aftermath of a car crash leaves four best friends questioning the truth of their relationships.,False
1828,Tayee,Egypt,"February 5, 2019",2018,TV-MA,"International TV Shows, TV Dramas",An Egyptian doctor becomes a police informant and uses his rare gift of tracking ancient artifacts in the smuggling business.,False
1829,Tayo the Little Bus,South Korea,"July 1, 2019",2014,TV-Y,"Kids' TV, Korean TV Shows","As they learn their routes around the busy city, Tayo and his little bus friends discover new sights and go on exciting adventures every day.",True
1830,Team Kaylie,United States,"February 3, 2020",2020,TV-PG,"Kids' TV, TV Comedies","After a brush with the law, teen celebrity Kaylie Konrad swaps social stardom for court-ordered chaos as a middle school wilderness club leader.",True
1831,Teasing Master Takagi-san,Japan,"December 6, 2019",2019,TV-PG,"Anime Series, International TV Shows, Romantic TV Shows","Teased constantly by classmate Takagi-san, middle-schooler Nishikata swears payback by trying (and failing) to give her a dose of her own medicine.",False
1832,Teen Mom 2,United States,"December 15, 2020",2011,TV-14,Reality TV,"The highs and lows of new parenting and adulting create drama and heartbreak as life moves on for the cast of ""16 and Pregnant"" Season 2.",True
1833,Teenage Bounty Hunters,United States,"August 14, 2020",2020,TV-MA,"Crime TV Shows, TV Comedies, TV Dramas",Twin sisters Sterling and Blair balance teen life at an elite Southern high school with an unlikely new career as butt-kicking bounty hunters.,False
1834,Teresa,Mexico,"December 31, 2017",2010,TV-PG,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows","We all want so much more than we have, but how far are we willing to go to get it?",False
1835,Terrace House: Aloha State,"United States, Japan","September 26, 2017",2017,TV-14,"International TV Shows, Reality TV","The beautiful island of Oahu is host to a new batch of six strangers who share a single roof, multiple conflicts and no script in this reality series.",True
1836,Terrace House: Boys & Girls in the City,Japan,"April 1, 2016",2016,TV-14,"International TV Shows, Reality TV","A new set of six men and women start their lives together under one roof. All they get is a fabulous home and a car. As always, there is no script.",True
1837,Terrace House: Opening New Doors,Japan,"March 12, 2019",2018,TV-14,"International TV Shows, Reality TV","A group of young people – including a chef, a snowboarder and an ice hockey player – gather in the Karuizawa woods while pursuing their dreams.",True
1838,Terrace House: Tokyo 2019-2020,Japan,"August 10, 2020",2019,TV-MA,"International TV Shows, Reality TV","Six strangers share a fabulous house in Tokyo, looking for love while living under the same roof. With no script, what happens next is all up to them.",True
1839,Terrorism Close Calls,"United States, Czech Republic","October 26, 2018",2018,TV-MA,"Crime TV Shows, Docuseries, International TV Shows",Law enforcement officials look back on attempted terrorist attacks that were thwarted in the nick of time.,False
1840,Th Eena Meena Deeka Chase Comedy Show,India,"March 31, 2018",2015,TV-Y7,"Kids' TV, TV Comedies","A hungry fox and three resourceful, surprisingly formidable birds turn the animal kingdom on its head in this lively animated series.",False
1841,Thackeray,India,"May 25, 2019",2019,TV-MA,TV Shows,"From controversial cartoonist to powerful Mumbai politician, this biopic maps the meteoric rise of far-right Shiv Sena party founder, Bal Thackeray.",False
1842,That '70s Show,United States," November 1, 2017",2005,TV-14,TV Comedies,"Feel groovy in 1970s suburbia, where a teen and his pals hang in the basement, listening to rock and indulging other hazy benefits of '70s culture.",True
1843,"That Winter, the Wind Blows",South Korea,"April 1, 2019",2013,TV-MA,"International TV Shows, Korean TV Shows, Romantic TV Shows","Seeing the chance to enrich himself by deceiving a blind heiress, clever con man Oh Soo just does what comes naturally – but his plans soon change.",False
1845,The 100,"United States, Canada","October 8, 2020",2020,TV-14,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy","A century after Earth was devastated by a nuclear apocalypse, 100 space station residents are sent to the planet to determine whether it's habitable.",True
1846,The 2000s,United States,"February 19, 2019",2018,TV-MA,Docuseries,"Examine the triumphs, tragedies, cultural shifts and technological leaps that occurred during the millennium's first decade.",False
1848,The 4400,"United States, United Kingdom","September 1, 2013",2007,TV-14,"TV Dramas, TV Mysteries, TV Sci-Fi & Fantasy","4400 people who vanished over the course of five decades suddenly reappear. None have aged, and slowly it's revealed that they have mysterious powers.",True
1849,The A List,United Kingdom,"August 30, 2019",2018,TV-PG,"British TV Shows, International TV Shows, TV Dramas","Romance, rivalry and radical mystery collide as a group of teens attend a remote island sleepaway camp in this suspenseful, supernatural drama.",False
1852,The Adventures of Puss in Boots,United States,"January 26, 2018",2018,TV-Y7,"Kids' TV, TV Comedies","The world's greatest feline fighter, lover and milk connoisseur takes on daring adventures in exotic locations in this family-friendly comedy series.",True
1853,The Adventures of Sonic the Hedgehog,"United States, Canada","April 18, 2018",1993,TV-Y7,Kids' TV,"Hyper hedgehog Sonic and his cohort Miles ""Tails"" Prower defend the planet Mobius against Dr. Robotnik and his evil schemes in this animated series.",False
1854,The Alcàsser Murders,Spain,"June 15, 2019",2019,TV-MA,"Crime TV Shows, Docuseries, International TV Shows",New interviews and an up-to-date analysis of evidence shed light on the 1992 murders of three girls in Spain and their profound impact on the nation.,False
1855,The American Barbecue Showdown,United States,"September 18, 2020",2020,TV-G,Reality TV,Eight of the country's best backyard smokers and pitmasters vie for the title of American Barbecue Champion in a fierce but friendly faceoff.,False
1856,The American Bible Challenge,United States,"June 15, 2020",2013,TV-G,Reality TV,"Join host Jeff Foxworthy as contestants test their knowledge of all things biblical, competing to win money for the charities of their choice.",True
1857,The Andy Griffith Show,United States," July 1, 2017",1967,TV-G,"Classic & Cult TV, TV Comedies","Homespun humor and easygoing Sheriff Andy Taylor are at the center of this nostalgic look at Mayberry, a small town filled with lovable characters.",True
1858,The Apartment,Singapore," December 14, 2018",2014,TV-PG,"International TV Shows, Reality TV","With their eyes on the grand prize, amateur designers push their creative limits in this reality competition show hosted by design icon Jamie Durie.",True
1859,The Assassination of Gianni Versace,United States,"March 6, 2019",2018,TV-MA,"Crime TV Shows, TV Dramas, TV Thrillers","Defining moments in Andrew Cunanan's life, starting in childhood, lead up to a 1997 murder spree that kills five, including fashion icon Gianni Versace.",False
1860,The Baby-Sitters Club,United States,"July 3, 2020",2020,TV-G,"Kids' TV, TV Dramas",Ann M. Martin's beloved books get a modern update in this series that follows a group of girlfriends and their homegrown babysitting business.,False
1862,The Bachelorette,United States,"December 1, 2020",2010,TV-14,"Reality TV, Romantic TV Shows",Beloved “Bachelor” contestant Ali Fedotowsky embarks on her own search for happily ever after and navigates the thrills and spills of reality TV romance.,False
1863,The Barrier,Spain,"September 11, 2020",2020,TV-MA,"International TV Shows, Spanish-Language TV Shows, TV Dramas",One family’s fight for survival in a future dystopian Madrid illustrates the disparity between two worlds separated by a fence — and so much more.,False
1865,The Beginning of Life: The Series,Brazil,"November 11, 2016",2016,TV-PG,"Docuseries, International TV Shows, Science & Nature TV","Using breakthroughs in technology and neuroscience, this series examines how environment affects infants – and how infants can affect our future.",False
1866,The Bible's Buried Secrets,United Kingdom,"February 1, 2019",2011,TV-14,"British TV Shows, Docuseries, Science & Nature TV","Host Francesca Stavrakopoulou travels across the Middle East, offering extraordinary insights into the stories of the Old Testament.",False
1867,The Big Catch,United Kingdom,"February 1, 2019",2015,TV-PG,"British TV Shows, Reality TV","In a global competition, eight fishing enthusiasts battle extreme conditions and dangerous waters to be crowned the ultimate angler.",False
1868,The Big Family Cooking Showdown,United Kingdom,"February 22, 2019",2018,TV-PG,"British TV Shows, International TV Shows, Reality TV","In this unscripted series, families passionate about food serve up their most delicious dishes for the chance to be crowned Britain's best home cooks.",True
1869,The Big Flower Fight,United Kingdom,"May 18, 2020",2020,TV-PG,"British TV Shows, International TV Shows, Reality TV","Ten pairs of florists, sculptors and garden designers face off in a friendly floral fight to see who can build the biggest, boldest garden sculptures.",False
1870,The Big Show Show,United States,"December 9, 2020",2020,TV-G,"Kids' TV, TV Comedies",Former WWE wrestler the Big Show is out of the ring and ready for an even tougher challenge: raising three daughters with his wife in Florida.,True
1871,The Blacklist,United States,"September 18, 2020",2019,TV-14,"Crime TV Shows, TV Dramas, TV Thrillers","After turning himself in, a brilliant fugitive offers to help the FBI bag other baddies, but only if rookie profiler Elizabeth Keen is his partner.",True
1872,The Blue Planet: A Natural History of the Oceans,United Kingdom,"October 10, 2015",2001,TV-G,"British TV Shows, Docuseries, International TV Shows","David Attenborough narrates this definitive exploration of the marine world, from the familiar to the unknown, revealing the sea and its communities.",False
1873,The Bomb Squad,United Kingdom,"February 1, 2019",2011,TV-MA,"British TV Shows, Docuseries",This documentary follows British bomb disposal teams in Afghanistan and the dangers they face in their methodical lives on the front lines of war.,False
1874,The Bonfire of Destiny,France,"December 26, 2019",2019,TV-MA,"International TV Shows, TV Dramas","After a devastating fire in 1897 Paris, three women find their lives upended by betrayals, deceptions and romantic turmoil. Inspired by real events.",False
1875,The Borgias,"United States, Hungary, Ireland, Canada","February 1, 2014",2013,TV-MA,TV Dramas,"Follow the lives of the notorious Borgia family, a clan headed by plotting patriarch Rodrigo and his beautiful but treacherous daughter, Lucrezia.",True
1876,The Boss Baby: Back in Business,United States,"November 17, 2020",2020,TV-Y7,"Kids' TV, TV Comedies",The Boss Baby brings his big brother Tim to the office to teach him the art of business in this animated series sprung from the hit film.,True
1877,The Boulet Brothers Dragula,United States,"November 1, 2019",2019,TV-MA,Reality TV,"Ten queens must slay the competition and put their fiercest, filthiest faces forward for the chance to be crowned the world's next drag supermonster.",True
1878,The Break,Belgium,"February 9, 2019",2018,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas","A police detective mourning a painful loss moves back to his peaceful hometown, only to be drawn into a murder case that dredges up dark secrets.",True
1879,The Break with Michelle Wolf,United States,"May 27, 2018",2018,TV-MA,"Stand-Up Comedy & Talk Shows, TV Comedies",Nobody's safe as Michelle Wolf unapologetically takes aim in this weekly topical show that blends sketches with live comedy and in-studio guests.,False
1880,The Bride of Habaek,South Korea,"January 1, 2020",2017,TV-14,"International TV Shows, Korean TV Shows, Romantic TV Shows","When a quest for divine stones in the human world goes awry, the water god Habaek seeks help from a psychiatrist predestined to serve him.",False
1881,The Business of Drugs,United States,"July 14, 2020",2020,TV-MA,Docuseries,"To understand the origins and true impact of the business of drugs, a former CIA analyst investigates the economics of six illicit substances.",False
1882,The Cabin with Bert Kreischer,United States,"October 13, 2020",2020,TV-MA,"Reality TV, TV Comedies","Fast-living comic Bert Kreischer heads to a cabin for some self-care and invites his funny friends to join his quest to cleanse his mind, body and soul.",False
1883,The Calling,India,"April 1, 2019",2018,TV-MA,"International TV Shows, Reality TV","Food-crazed travel junkies journey across India, completing bucket list challenges for a chance to win a once-in-a-lifetime scholarship.",False
1884,The Casketeers,New Zealand,"June 21, 2019",2019,TV-14,"International TV Shows, Reality TV",Māori funeral directors Francis and Kaiora Tipene and staff temper good humor with care and respect as they help Polynesian families cope with loss.,True
1885,The Cat in the Hat Knows a Lot About That!,"Canada, United Kingdom, United States","January 1, 2021",2014,TV-Y,Kids' TV,"The Cat in the Hat is back – and this time, he's teaching Sally and her brother, Nick, some awfully nifty things to think about!",False
1886,The Chalet,France,"April 17, 2018",2018,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",Friends gathered at a remote chalet in the French Alps for a summer getaway are caught in a deadly trap as a dark secret from the past comes to light.,False
1887,The Challenge,United States,"December 15, 2020",2006,TV-14,Reality TV,Reality show alumni must compete in grueling physical contests and survive eliminations amid cutthroat alliances and steamy hookups to win big money.,True
1889,The Chase,United States,"June 15, 2020",2015,TV-PG,Reality TV,"Brooke Burns hosts this game show in which three contestants square off to answer fast-paced questions against ""the Beast,"" a trivia know-it-all.",True
1890,The Chef Show,United States,"September 24, 2020",2020,TV-MA,Docuseries,"Writer, director and food enthusiast Jon Favreau and chef Roy Choi explore food in and out of the kitchen with accomplished chefs and celebrity friends.",True
1891,The Chefs' Line,Australia,"August 1, 2019",2017,TV-14,"International TV Shows, Reality TV",Home cooks face off against trained chefs to see if passion can beat profession in the kitchen in this reality competition show.,False
1892,The Chosen One,Brazil,"December 6, 2019",2019,TV-MA,"International TV Shows, TV Dramas, TV Mysteries","Determined to bring a Zika vaccine to the remote Pantanal, three doctors clash with a faith healer and are pulled deeper into the mysteries of his cult.",True
1893,The Circle,"United States, United Kingdom","January 1, 2020",2020,TV-MA,Reality TV,"Status and strategy collide in this social experiment and competition show where online players flirt, befriend and catfish their way toward $100,000.",False
1894,The Circle Brazil,"Brazil, United Kingdom","March 11, 2020",2020,TV-MA,"International TV Shows, Reality TV","Be yourself or someone else? In this fun reality competition, online players try their best to flirt, bond and catfish their way to a R$300,000 prize.",False
1896,The Club,Mexico,"November 15, 2019",2019,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","A band of misfit rich kids in Mexico strike out on their own selling MDMA and quickly run into trouble with other narcos, the law and their families.",False
1897,The Code,United Kingdom,"February 1, 2018",2011,TV-PG,"British TV Shows, Docuseries, International TV Shows","In this three-part documentary series, host Marcus du Sautoy examines the mathematical code underlying all of life on Earth and the universe itself.",False
1898,The Comedy Lineup,United States,"August 31, 2018",2018,TV-MA,"Stand-Up Comedy & Talk Shows, TV Comedies",A diverse group of up-and-coming comedians perform 15-minute sets in this stand-up comedy showcase series.,True
1899,The Confession Killer,United States,"December 6, 2019",2019,TV-14,"Crime TV Shows, Docuseries",Henry Lee Lucas rose to infamy when he confessed to hundreds of unsolved murders. This docuseries examines the truth – and horrifying consequences.,False
1900,The Confession Tapes,United States,"June 21, 2019",2019,TV-MA,"Crime TV Shows, Docuseries","This true crime documentary series investigates cases where people convicted of murder claim their confessions were coerced, involuntary or false.",True
1902,The Could’ve-Gone-All-the-Way Committee,Japan,"August 1, 2018",2018,TV-14,"International TV Shows, Romantic TV Shows, TV Dramas",People bring their stories of missed lust connections to an objective panel of experts who then judge whether they could have gone all the way or not.,False
1903,The Cravings,South Korea," April 20, 2017",2016,TV-14,"International TV Shows, Korean TV Shows, TV Comedies","Thirtysomething career woman Jae-yeong attempts to juggle her job and personal relationships, all the while never failing to eat well.",True
